DEBUG 2022-05-24 10:19:01,959 utils (0.000) 
            SELECT name, type FROM sqlite_master
            WHERE type in ('table', 'view') AND NOT name='sqlite_sequence'
            ORDER BY name; args=None; alias=default
DEBUG 2022-05-24 11:07:41,034 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,035 utils (0.000) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
DEBUG 2022-05-24 11:07:41,036 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2022-05-24 11:07:41,037 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-05-24 11:07:41,038 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2022-05-24 11:07:41,039 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,040 utils (0.000) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
DEBUG 2022-05-24 11:07:41,041 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2022-05-24 11:07:41,042 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-05-24 11:07:41,044 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2022-05-24 11:07:41,045 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,046 utils (0.016) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
DEBUG 2022-05-24 11:07:41,047 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2022-05-24 11:07:41,047 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-05-24 11:07:41,048 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2022-05-24 11:07:41,053 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,053 utils (0.000) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
DEBUG 2022-05-24 11:07:41,054 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2022-05-24 11:07:41,055 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-05-24 11:07:41,056 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2022-05-24 11:07:41,057 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,059 utils (0.000) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
DEBUG 2022-05-24 11:07:41,060 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 13 LIMIT 21; args=(13,); alias=default
DEBUG 2022-05-24 11:07:41,061 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 2 LIMIT 21; args=(2,); alias=default
DEBUG 2022-05-24 11:07:41,061 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 17 LIMIT 21; args=(17,); alias=default
DEBUG 2022-05-24 11:07:41,062 utils (0.000) SELECT "cities_city"."id", "cities_city"."name" FROM "cities_city" WHERE "cities_city"."id" = 16 LIMIT 21; args=(16,); alias=default
DEBUG 2022-05-24 11:07:41,063 utils (0.000) SELECT "trains_train"."id", "trains_train"."name", "trains_train"."travel_time", "trains_train"."from_city_id", "trains_train"."to_city_id" FROM "trains_train" ORDER BY "trains_train"."travel_time" ASC LIMIT 4; args=(); alias=default
